03月13日17:07,来自荣耀505G,一定要睡10个小时,#每天啥都不想干怎么办#焦虑,[],6433080352,LjyqyFode
03月13日17:07,来自iPhone13ProMax,Hey我是咖咖,我太喜欢笑起来甜甜的吕孩子了～我笑起来就不甜！且肉会乱走..我只适合当酷酷的吕孩！#每天啥都不想干怎么办#,['[哆啦A梦吃惊]'],7318384766,Ljyqj0VlJ
03月13日17:05,来自HUAWEIP40Pro5G,花衿茵梦,#自拍##随手拍##抬头自拍大赛#这个镜子会让人#上瘾#周末又要过去了#每天啥都不想干怎么办#2丽水·松阳县,"['[爱你]', '[爱你]', '[哈欠]', '[哈欠]', '[哈欠]']",3234090674,LjyptlqsM
03月13日17:03,来自微博视频号,眼整形医生刘志刚,接受《法制晚报》采访视频第二片段，在录制之前我就在想，能不能尽量用通俗的话给大家讲解明白我的双眼皮手术理念及方法，主持人开玩笑说她听完我的讲解后，她可以当专家了在这段里讲了下我做双眼皮修复手术这些年的经历和一些算是“行业内幕”吧，视频最后说了些心里话，真的帮助到有失败双眼皮展开c,['[哈哈]'],2517401373,Ljyp31qxV
03月13日17:03,来自iPhone客户端,蔬菜就很好吃,情绪也有很大的力量。感觉身体再难受，也远不及消极的情绪带来的影响大。#每天啥都不想干怎么办#,[],2603492792,LjyoXpvgS
03月13日17:03,,青暮雪河,#每天啥都不想干怎么办#资本资本你必须要有资本嘛！否则啥也别说了，继续搬砖去因为连想一想的资格都没有的，柴米油盐酱醋茶，等到你认清的时候里已经过了躺平的年纪了,"['[吃惊]', '[吃惊]', '[求饶]', '[求饶]', '[求饶]', '[悲伤]', '[悲伤]', '[悲伤]']",1573980410,LjyoRemNi
03月13日17:03,来自iPhone客户端,有一种月亮-,每天都不想学习#每天啥都不想干怎么办#2酒泉,[],6280680241,LjyoLkQgu
03月13日17:01,来自猪咪困困Android,·和坤子哥见面·,#每天啥都不想干怎么办#那就躺平,['[抱一抱]'],6607319049,Ljyo4tZwu
03月13日17:00,来自iPhone客户端,柠小七柒,"""温度慢慢上升，属于我们的春天来了""文案#随手拍##治愈不开心##每天啥都不想干怎么办#2贵阳",[],6376397713,Ljynwabyk
03月13日16:58,来自小米9,SHZH18,她:保大还是保小啊。他:当然保大啊！不知道为什么以前古人为啥保小。她:原因有两个:1.怕没有孩子2.怕不再有孩子。他:那古代不是可以再娶一个吗？她:重点是孩子…人家只想要个孩子。才不管大人死活。这么说明白了吗。他:明白了#每天啥都不想干怎么办#,['[笑cry]'],3757704770,LjymSBxHs
03月13日16:56,来自iPhone客户端,爱你3000遍-,#每天啥都不想干怎么办#世上无难事，只要肯放弃,[],5529171164,Ljym43PUy
03月13日16:52,来自RedmiNote11Pro+,我很小气cute,#每天啥都不想干怎么办#只想吃喝玩乐,"['[开学季]', '[开学季]', '[开学季]', '[开学季]', '[开学季]', '[开学季]']",3913460079,Ljykufh5h
03月13日16:52,来自HUAWEIMate40,一颗游白菜,#你有朋友圈依赖症吗##每天啥都不想干怎么办#,[],7267892321,LjykkrTLD
03月13日16:50,来自iPhone客户端,sang能量告急,#每天啥都不想干怎么办##好心态有多重要#热爱可抵岁月漫长。但只有少部分非常幸运的人，可以从事自己热爱的事业。还有少部分人努力爱上自己干的事情，从中找到成就感。一部分人在做自己还算擅长的事情，无关喜好。更有大部分人不得不从事可以养活自己的工作。想不想很重要，又没那么重要。,[],1599531533,LjyjBgsZj
03月13日16:49,来自荣耀30青春版5G,老张他的星星,不是工作太难而是我太难了#每天啥都不想干怎么办#2南宁,[],6442588158,Ljyji6lxG
03月13日16:48,来自微博视频号,全世界青少年熬夜大赛冠军,《我摆烂的一生》#每天啥都不想干怎么办#L全世界青少年熬夜大赛冠军的微博视频,[],6355507013,LjyiWy6Dk
03月13日16:47,来自vivoU3强劲芯动力,等愚齐,虽然已进入吃土状态，还是智慧不足，执念太重！感谢小红书@文遗世界提供一双慧眼，让我见识世界苦难之余还有如此呆萌可爱的护法，愿众生离苦得乐！#每天啥都不想干怎么办##佛法看世间#,[],1279178343,LjyilAMEa
03月13日16:46,来自iPhone12Pro,霹雳辣妈嘟嘟嘟,离职少女终于不用再在周六写周报了，所以赶紧献殷勤做了顿晚餐给队友～吃完饭火速出发去看了场贺岁档电影，也算是弥补了好几个月没看上电影的遗憾～电影院大躺椅还没人，舒服舒服#生活的模样##家庭陪伴计划##每天啥都不想干怎么办#2北京,"['[污]', '[污]']",1697950975,LjyhPFX58
03月13日16:45,来自微博视频号,VIGOROUSLIFES,春天来了，刷脂还要等吗？今年春天来得晚，但一下子这么猛！没来得及穿春装呢，好像马上要可以穿短袖了！爱美的人着急了，我这一身的肉肉可怎么办啊？春天来了春天来了，刷脂不要等了，行动起来吧！也许你会说：我人到中年了，胖点瘦点好像不打紧吧？又不相亲找对象！可是你不知道肥胖会带来展开c,[],2502487222,LjyhBrJWz
03月13日16:45,来自Android,Dawn911005,#每天啥都不想干怎么办#摆烂，坐化升仙，等着上天,"['[awsl]', '[awsl]', '[awsl]']",7351610637,LjyhvBuc6
03月13日16:42,来自iPhone13ProMax,AG赵腾,学了好多有趣的小组件，觉都不想睡了果然，兴趣驱动比较快乐啊#每天啥都不想干怎么办#,['[二哈]'],2127147020,Ljygg9fb8
03月13日16:40,来自vivoS12,盐味儿薄荷叶,周末两天，摆烂了又#每天啥都不想干怎么办#,[],6738027724,LjyfCABkC
03月13日16:39,来自OnePlus9R,我爱吃大鹅eeeeeee,就是说，很无聊啊姐妹们！！文献看不下去！呜呜呜呜呜！怎么办！！好怀念大学啊#没有疫情的大学生活什么样##每天啥都不想干怎么办#,[],5524559749,Ljyfb3z2s
03月13日16:37,来自我的生活态度超话,chrome-h,那就浅更一哈哈#每天啥都不想干怎么办#我的生活态度,[],3539133663,Ljyeaas8c
03月13日16:37,来自微博weibo.com,三铜钱,我发现一些女孩子在买衣服的时候很是纠结，这个也不错，那个也漂亮，不知道要买哪一件，甚至买一件衣服要货比三家，有的甚至在试衣间偷偷在某宝下单。这些人还要被别人说成八字偏弱的女人，没主见。其实治疗纠结的最好的办法就是钱，纠缠买哪一件衣服的时候，干脆全部打包买回去。发现没有，你有没有钱展开c,[],2559751122,Ljye6ycdF
03月13日16:35,来自微博视频号,Try·一只瓶子,#每天啥都不想干怎么办#她忙起来不爱化妆，打扮起来还凑活，她发飙起来会很急，但经常也会和别人说谢谢，我最了解她，因为她就是我自己2上海·荣盛名邸LTry·一只瓶子的微博视频,[],5399626521,LjydzwWqF
03月13日16:34,来自XiaomiCivi,想学坤坤打篮球,绿豆冰棍没有绿豆，你的眼里没有我#每天啥都不想干怎么办#2广州,[],2035707894,Ljyd7EKXf
03月13日16:33,来自iPhone客户端,Audrey00821,#每天啥都不想干怎么办#这段时间真的又累又充实！毕业后从来没有这么认真过#带着边框一起拍#2长沙,['[喵喵]'],3902305190,LjycLdvUo
03月13日16:30,,鱼困丸子,#每天啥都不想干怎么办#就是我,[],7558832946,LjybFk6HR
03月13日16:29,来自RedmiK20Pro尊享版,葱油饼不带葱,不仅仅秋天才有收获，因为四季都在成熟，晚安！#拯救不开心##这届考研生究竟有多难##每天啥都不想干怎么办#,[],1747583281,Ljyb5xDus
03月13日16:28,来自段子手超话,薇妮小面包,这洗衣机怎么回事#每天啥都不想干怎么办#L薇妮小面包的微博视频,['[抱一抱]'],3027783884,Ljyaz2vGJ
03月13日16:18,来自HUAWEIP40Pro5G,学徒阿民,#每天啥都不想干怎么办#我想出去干点什么事情哪怕是出去吹吹风早上起来我就想着想着想着睡着了躺了一天,[],2748870411,Ljy6zoZvI
03月13日16:14,来自Android,于筱思,"#每天啥都不想干怎么办#我到了这个阶段了...狠狠emo动力在哪里~我需要动力和鞭策看来还是因为午觉没睡下午狠狠地无精打采了我需要重新养成一个适合的学习生活作息才行,,^,,加油","['[顶]', '[顶]']",7502411896,Ljy4YbiZQ
03月13日16:06,来自iPhone客户端,MymyUtopia-,#每天啥都不想干怎么办#我有超能力任何事情都超出我的能力,[],5642068318,Ljy1Pn2iz
03月13日15:37,来自iPhone客户端,我是海姑娘,#每天啥都不想干怎么办#想干很多事,['[奥特曼]'],2723146937,LjxQ5hwuu
03月13日15:27,来自iPhone12,哆啦一个喵,#每天啥都不想干怎么办#先确定是不是抑郁症等心理疾病如果不是，基本上，热爱生活的人，都会或多或少的会有自己想做或者该做的事儿，如果没有想做的事儿，那就先把该做的事儿做好，做好该做的事儿，其实也够一个人忙活的了,"['[笑cry]', '[笑cry]', '[笑cry]', '[赞]', '[赞]', '[赞]']",1751272262,LjxM587lS
03月13日14:17,来自微博weibo.com,郑芝麻,#每天啥都不想干怎么办#结合上一条，谈谈热爱。我的圈友问我：自己有喜欢的事情，也愿意去做，但是很怕失败，如何确定这就是你想做的事呢？——这可能也是你的困惑。很多人在投入去做一件事之前，想着性价比，回报如何。如果回报很差，不及预期，或者【失败了】，那么我做这件事就是浪费时间展开c,[],1163552223,LjxjnFNCY
03月13日13:31,来自臭臭猫和胡萝卜兔超话,Poker郄垚-QieYao,臭臭猫和胡萝卜兔@臭臭猫和胡萝卜兔……听说星巴克杯子里发现了蟑螂………………还好我不喝咖啡………我TM是螳螂…………#漫画##每天啥都不想干怎么办#,"['[吐]', '[吃惊]', '[吃惊]', '[哼]', '[汗]']",2080625933,Ljx0NdwWM
03月13日13:29,转赞人数超过100来自微博weibo.com,三铜钱,八字强的人很少碎嘴，绝大多数弱的人喜欢在后面碎嘴，因为强的人天生事业心强，忙于工作，哪有时间去嚼舌根，计较抱怨。不要让别人的想法决定你的人生，因为你的人生，不关他人的事。经历多了，你就会慢慢发现，一颗好心，永远比不上一张好嘴。不要太在意某些人的话，因为他们有嘴，但不一定有脑。见识展开c,[],2559751122,LjhkT3WFb
03月13日12:49,来自HUAWEIMate40,复试过且选到想要的导师,#每天啥都不想干怎么办#是我了,"['[跪了]', '[跪了]']",6339379843,LjwJBkSEv
03月13日12:40,来自Redmi10X4G版,他哩鹤,#每天啥都不想干怎么办#摸一下鱼很健康,['[doge]'],5949375317,LjwGdkIZH
03月13日12:40,来自HUAWEIMate305G,美丽的马宁宁,#每天啥都不想干怎么办#就是说准博士的我隔离已经玩了10天了可怕可怕2上海·上海大学(宝山校区),[],6083509064,LjwG77p1p
03月13日12:22,,琛照,#每天啥都不想干怎么办#把这个问题的底层逻辑搞清楚，你就立马能“活动”起来了。成年人并不存在每天啥都不想干的“绝对情形”，不是不想干，而是不想干那些不喜欢的事情，或者自己想做的事情没有找到“做事的成就感”从而无法下手，只能“躺平”。除非是福报大带来的真佛系，一般人是躺不平的。展开c,[],2144011083,LjwyL6jAv
03月13日12:14,来自nova5Pro人像超级夜景,DD戴红娟,#每天啥都不想干怎么办#在#潭州教育#摄影期间，我碰到不太明白的地方，讲师们都会为我及时解答，有时还会帮我进行照片的后期处理。特别感谢讲师们的悉心指导，让我的摄影水平得到快速的提高。,[],3905169633,LjwvE8VSR
03月13日11:59,来自iPhoneXSMax,头发洗多了会油,#每天啥都不想干怎么办#每日一省,[],1926102647,LjwpurMHZ
03月13日10:56,来自Android,美味的我o,#每天啥都不想干怎么办#我只想躺在床上呃啊,['[衰]'],7488734306,LjvZRyYuM
03月13日10:45,来自HUAWEIMate305G,一車偭包人,#每天啥都不想干怎么办##每天啥都不想干怎么办#开摆开摆（提一句我今天歇班）,['[doge]'],5338769223,LjvVj3zgv
03月13日10:22,转赞人数超过4万来自微博视频号,洪浚嘉HJ,#minivlog#天暖了，哥该把衣服穿上了腹肌君要暂时休假了。来，走你～就像我每天都不想营业#每天啥都不想干怎么办##我的生活引力#L洪浚嘉HJ的微博视频,"['[二哈]', '[跪了]']",1747570603,Ljo6A1kU5
03月13日10:08,来自微博搜索,裸枪,#每天啥都不想干怎么办#那就只能被干了,[],1180860635,LjvGhCKaW
03月13日10:07,来自iPhone客户端,惠子瞎叨叨,#每天啥都不想干怎么办#2郑州L惠子瞎叨叨的微博视频,[],2301572684,LjvFPBM0M
03月13日09:23,来自HUAWEIMate30,木黄金帛人农,#每天啥都不想干怎么办#这是种病吧。,[],1390251754,LjvokuAd0
03月13日09:09,来自小米10青春版5G,我只想永远吃果冻,#每天啥都不想干怎么办#我真的疲倦于每天的沟通，和形形色色的人，和乱七八糟的事，这都让我身心俱疲，我消耗在沟通的精力和时间远超于我实际实际工作这个动作的时间，不管你站在哪一个位置，和人沟通真的好累好累好累。,[],5262146671,LjvihvO4A
03月13日08:59,来自客户端Android,飘不到云里头,#每天啥都不想干怎么办#[微笑趣泡]#成长有态度#摆烂，坐化升仙，等着上天。,[],7582725060,LjveyaQGU
03月13日08:51,转赞人数超过30来自微博视频号,樊登读书官方号,#如何缓解35岁焦虑##每天啥都不想干怎么办#什么样的心态容易让人快乐？L樊登读书官方号的微博视频,[],5324776767,Ljmsiu2W9
03月13日08:39,来自RedmiNote11Pro,灰兔鹅派斯i7,#每天啥都不想干怎么办#是我,[],5886125368,Ljv6noCb3
03月13日08:02,来自HUAWEIP30,这是冰冰yer,#每天啥都不想干怎么办#摆起来了我要睡觉,"['[抓狂]', '[抓狂]', '[抓狂]']",5958606714,LjuR5vzJ1
03月13日07:31,来自iPhone客户端,路深鹿,#每天啥都不想干怎么办#郁金香种花，等发芽开花，拍照记录2长沙,['[爱你]'],5068828421,LjuEOjjGh
03月13日06:37,转赞人数超过30来自微博weibo.com,三铜钱,八字里食神格和伤官格的人也容易招小人的，因为这类人往往嘴快，大嘴巴，碎嘴，说话不经过大脑思考。所以这类人在职场是被小人坑死的，虽然这类人智商很高，但聪明过头就是愚蠢。清晨的粥，比深夜的酒好喝，骗你的人，比爱你的人会说。嘴，只有装哑才不惹祸，眼，只有装瞎才不流泪，人，只有装傻才会轻展开c,[],2559751122,LjqLnAXmx
